Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn	GenerationLength_d	category
Microcebus mittermeieri	106.5	155	0.11437908496732	13	1	0.894736842105263	0.105263157894737	2053.5145	EN
Microcebus murinus	54.8	113	0.131578947368421	10	2	0.88047619047619	0.11952380952381	2053.5145	LC
Microcebus myoxinus	60.75	81	0.25	6	1	0.8	0.2	2053.5145	VU
Microcebus rufus	57	152	0.117647058823529	19	2	0.894736842105263	0.105263157894737	2053.5145	VU
Microcebus simmonsi	22	0	0	3	0	1	0	2053.5145	EN
Micromys minutus	22.5	64	0.230769230769231	11	2	0.8	0.2	502.66	LC
Micronycteris megalotis	50.375	174	0.087719298245614	47	4	0.919354838709677	0.0806451612903226	2064.27635	LC
Micropteropus pusillus	46.8333333333333	104	0.0545454545454545	15	1	0.948275862068966	0.0517241379310345	1553.79087272727	LC
Microtus agrestis	33.1388888888889	157	0.140625	37	5	0.876712328767123	0.123287671232877	465.9675	LC
Microtus arvalis	63.75	58	0.0333333333333333	26	1	0.967741935483871	0.032258064516129	447.605	LC
Microtus limnophilus	44.25	177	0.285714285714286	13	4	0.777777777777778	0.222222222222222	373.623802083937	LC
Microtus longicaudus	21	36	0.0784615384615385	19	1	0.925925925925926	0.0740740740740741	373.623802083937	LC
Microtus lusitanicus	21	63	0.111111111111111	35	3	0.9	0.1	373.623802083937	LC
Microtus miurus	21	21	0.0909090909090909	10	1	0.916666666666667	0.0833333333333333	373.623802083937	LC
Microtus subterraneus	49.3333333333333	100	0.05	41	2	0.952380952380952	0.0476190476190476	373.623802083937	LC
Miniopterus schreibersii	53.3	291	0.216718713856118	24	7	0.819028797289667	0.180971202710333	1995.6986	NT
Mogera imaizumii	27.75	21	0.0303030303030303	32	1	0.970588235294118	0.0294117647058824	759.185721428571	LC
Mogera robusta	51	21	0.142857142857143	3	1	0.857142857142857	0.142857142857143	759.185721428571	LC
Mogera wogura	45.6666666666667	193	0.102040816326531	48	4	0.907407407407407	0.0925925925925926	759.185721428571	LC
Monodelphis americana	32.3333333333333	149.5	0.0740740740740741	56.5	4	0.931034482758621	0.0689655172413793	717.0425	LC
Monodelphis domestica	49	187	0.113636363636364	40	4	0.897959183673469	0.102040816326531	717.0425	LC
Monodelphis glirina	48.6477272727273	302	0.120879120879121	57	7	0.892156862745098	0.107843137254902	717.0425	LC
Mungotictis decemlineata	34	43	0.181818181818182	6	1	0.84412955465587	0.15587044534413	2146.94685	EN
Mus caroli	43	79	0.0606060606060606	25	2	0.942857142857143	0.0571428571428571	628.295	LC
Mus minutoides	30.9666666666667	180	0.11864406779661	51	6	0.893939393939394	0.106060606060606	435.665	LC
Mus musculus	51	79	0.136363636363636	13	2	0.875	0.125	628.295	LC
Mustela erminea	58	58	0.166666666666667	4	1	0.857142857142857	0.142857142857143	1078.777858343	LC
Mustela frenata	39.5	99	0.230769230769231	11	2	0.8125	0.1875	986.110483343	LC
Mustela nivalis	33.5	64	0.111111111111111	9	2	0.897368421052632	0.102631578947368	1194.19395	LC
Mustela sibirica	48.8	92.5	0.214285714285714	8	2	0.811764705882353	0.188235294117647	1484.792222219	LC
Myodes glareolus	51	80	0.11451048951049	10	1	0.894736842105263	0.105263157894737	577.7512	LC
Myodes rufocanus	22	0	0	11	0	1	0	433.359922223833	LC
Myodes rutilus	142	81	0.0303030303030303	26	1	0.970588235294118	0.0294117647058824	433.359922223833	LC
Myonycteris torquata	21	0	0	8	0	1	0	1553.79087272727	LC
Myotis albescens	34.5454545454545	184	0.142857142857143	24	5	0.868534482758621	0.131465517241379	2106.62850416667	LC
Myotis aurascens	49.2833333333333	365	0.126666666666667	51	8	0.887573964497041	0.112426035502959	2106.62850416667	LC
Myotis brandtii	77.5	96	0.5	3	1	0.666666666666667	0.333333333333333	2106.62850416667	LC
Myotis davidii	51	67	0.133333333333333	12	2	0.882352941176471	0.117647058823529	2106.62850416667	LC
Myotis ikonnikovi	44.7142857142857	58	0.04	22	1	0.961538461538462	0.0384615384615385	2106.62850416667	LC
Myotis lucifugus	21	42	0.0833333333333333	16.5	1	0.923076923076923	0.0769230769230769	4117.2	EN
Myotis macrodactylus	22	21	0.0416666666666667	6	1	0.923076923076923	0.0769230769230769	2106.62850416667	LC
Myotis myotis	24	36	0.1	25	1	0.909090909090909	0.0909090909090909	2847	LC
Myotis mystacinus	41.5	21	0.122699386503067	5	1	0.890410136311776	0.109589863688224	2864.16	LC
Myotis nattereri	55.0952380952381	829	0.209876543209877	75	13	0.824742268041237	0.175257731958763	2106.62850416667	LC
Myotis velifer	34.5	67	0.107142857142857	16	2	0.903225806451613	0.0967741935483871	1579.5955	LC
Mystacina tuberculata	66.8333333333333	153	0.25	12	3	0.8	0.2	1888.06537051282	VU
Nanonycteris veldkampii	21	21	0.25	3	1	0.8	0.2	1553.79087272727	LC
Napaeozapus insignis	48.625	259	0.0769230769230769	115	6	0.928571428571429	0.0714285714285714	755.61195	LC
Neodon irene	29.3333333333333	67	0.163636363636364	13	2	0.859375	0.140625	589.388299099621	LC
Neomys fodiens	39	22	0.032258064516129	28	1	0.96875	0.03125	576.8888	LC
Neophocaena phocaenoides	40	79	0.3	8	2	0.769230769230769	0.230769230769231	6095.5	VU
Neophocaena phocaenoides	40	79	0.3	8	2	0.769230769230769	0.230769230769231	5840	VU
Neotoma albigula	32.25	67	0.333333333333333	8	2	0.75	0.25	1019.7194	LC
Niviventer andersoni	49.5454545454545	183	0.154929577464789	23	4	0.857142857142857	0.142857142857143	639.631831820818	LC
Niviventer confucianus	35.9	100	0.0555555555555556	52	3	0.947368421052632	0.0526315789473684	624.399640909091	LC
Niviventer excelsior	40.5625	247	0.13597842835131	59	7	0.88	0.12	639.631831820818	LC
Niviventer fulvescens	33.125	229	0.0869565217391304	84	8	0.92	0.08	624.399640909091	LC
Noctilio albiventris	21	21	0.0333333333333333	59	1	0.967741935483871	0.032258064516129	1888.06537051282	LC
Noctilio leporinus	103.333333333333	0	0	12	0	1	0	1888.06537051282	LC
Nomascus gabriellae	54.5	116	0.381818181818182	6	2	0.714285714285714	0.285714285714286	5475	EN
Nomascus leucogenys	58	79	0.333333333333333	3	2	0.75	0.25	5475	CR
Nomascus siki	40.8	204	0.181878306878307	28	4	0.84375	0.15625	5475	EN
Nyctalus noctula	58	58	0.125	7	1	0.888888888888889	0.111111111111111	1529.35	LC
Nyctereutes procyonoides	52	268	0.333333333333333	19	4	0.75	0.25	2091.936666657	LC
Nycticebus bengalensis	63.5	255	0.4	9	4	0.714285714285714	0.285714285714286	2555	VU
Nycticebus pygmaeus	59.6666666666667	143	0.4	4	2	0.714285714285714	0.285714285714286	2920	VU
Ochotona collaris	33.3333333333333	100	0.6	6	3	0.625	0.375	894.25	LC
Ochotona curzoniae	52.1666666666667	160	0.217391304347826	18	3	0.819805194805195	0.180194805194805	751.47417	LC
Ochotona hyperborea	22	44	0.0909090909090909	18	2	0.916666666666667	0.0833333333333333	751.47417	LC
Ochotona princeps	44.3333333333333	100	0.0625	40	2	0.941176470588235	0.0588235294117647	1045.7507	LC
Ochotona rufescens	35.6269841269841	94	0.142857142857143	4	3	0.875	0.125	751.47417	LC
Ochotona thibetana	35.875	275	0.166666666666667	46	7	0.857142857142857	0.142857142857143	854.6685	LC
Odocoileus virginianus	50.0396825396825	58	0.0666666666666667	17	1	0.936170212765957	0.0638297872340425	2713.883333343	LC
Orcinus orca	42.5	0	0	3	0.5	0.98936170212766	0.0106382978723404	9380.5	DD
Ornithorhynchus anatinus	41.3333333333333	160	0.315789473684211	8	3	0.76	0.24	2878.755	NT
Otonycteris hemprichii	61.8181818181818	511	0.212864493996569	30	7	0.82089552238806	0.17910447761194	2051.66620769231	LC
Ovis ammon	52.375	104	0.125	12	2	0.888888888888889	0.111111111111111	2920	NT
Ovis canadensis	62.5	98	0.333333333333333	5	2	0.714285714285714	0.285714285714286	2634.501666657	LC
Ovis orientalis	52	46	0.111111111111111	7	1	0.9	0.1	2920	VU
Paguma larvata	83.5	0	0	4	0	1	0	3014.413333343	LC
Pan paniscus	51.2857142857143	58	0.25	5	1	0.8	0.2	9125	EN
Pan troglodytes	56	81	0.2	8	2	0.833333333333333	0.166666666666667	7300	EN
Panthera leo	51.875	162	0.5	6	4	0.666666666666667	0.333333333333333	2190	VU
Panthera pardus	51	124	0.136363636363636	21	3	0.88	0.12	3400.645433343	VU
Panthera tigris	55.25	24	0.25	4	1	0.8	0.2	2920	EN
Papio anubis	54.5	433	0.529411764705882	15	9	0.653846153846154	0.346153846153846	3833.595	LC
Papio cynocephalus	54.6527777777778	999	0.512820512820513	39	18	0.661016949152542	0.338983050847458	6188.575	LC
Papio hamadryas	77.5	81	0.267857142857143	6	1	0.777777777777778	0.222222222222222	5332.504	LC
Papio ursinus	45.0476190476191	759	0.452380952380952	40	16	0.688524590163934	0.311475409836066	5714.3305	LC
Paradoxurus hermaphroditus	52.05	91.5	0.112698412698413	50	2	0.898717948717949	0.101282051282051	2807.00376124	LC
Pecari tajacu	40.8333333333333	306	0.185185185185185	43	7	0.84375	0.15625	3102.921666657	LC
Peromyscus furvus	71	77	0.2	8	1	0.833333333333333	0.166666666666667	635.280494446056	DD
Peromyscus guatemalensis	40.3	283	0.133333333333333	49	7	0.882352941176471	0.117647058823529	635.280494446056	LC
Peromyscus keeni	64	64	0.183333333333333	7	1	0.845238095238095	0.154761904761905	635.280494446056	LC
Peromyscus maniculatus	52.0476190476191	111	0.170212765957447	12	3	0.854545454545454	0.145454545454545	940.1262	LC
Peromyscus melanophrys	69.25	21	0.0465367965367965	12	1	0.955533596837945	0.0444664031620553	635.280494446056	LC
Peromyscus mexicanus	35.7777777777778	285	0.113924050632911	70	8	0.897727272727273	0.102272727272727	635.280494446056	LC
Peromyscus pectoralis	50.4	83	0.0615384615384615	43	3	0.942028985507246	0.0579710144927536	635.280494446056	LC
Peromyscus perfulvus	56.5555555555556	395	0.32	25	7	0.75	0.25	635.280494446056	LC
Peromyscus polionotus	21	21	0.25	4	1	0.8	0.2	634.2918	LC
Peromyscus truei	39.85	166	0.113636363636364	44	5	0.897959183673469	0.102040816326531	639.38525	LC
Petaurista leucogenys	61.6666666666667	99	0.125	14	2	0.888888888888889	0.111111111111111	2015.75510185078	LC
Phoca largha	24.5	42	0.5	3	2	0.666666666666667	0.333333333333333	6935	LC
Phoca vitulina	51.6666666666667	125	0.696969696969697	3	3	0.555555555555556	0.444444444444444	5413.68	LC
Phodopus campbelli	21.5	43	0.142857142857143	19	2	0.875	0.125	249.2027166715	LC
Phodopus roborovskii	45.325	120	0.5	4	3	0.666666666666667	0.333333333333333	550.909	LC
Phodopus sungorus	21	42	0.190909090909091	9	1	0.833333333333333	0.166666666666667	474.4575	LC
Phyllotis xanthopygus	34.85	210	0.101010101010101	92	7	0.908256880733945	0.0917431192660551	589.388299099621	LC
Pipistrellus abramus	38	170	0.166666666666667	32	5	0.857142857142857	0.142857142857143	1885.946275	LC
Pipistrellus hesperidus	42.45	166	0.0722903225806452	25	3	0.932330827067669	0.0676691729323308	1885.946275	LC
Plagiodontia aedium	47.3333333333333	390	0.259259259259259	27	8	0.794117647058823	0.205882352941176	3650	EN
Plecotus auritus	58.875	369	0.196153846153846	47	7.5	0.836021505376344	0.163978494623656	3693.8	LC
Plecotus macrobullaris	50.7142857142857	145	0.2	13	3	0.825	0.175	2759.4	LC
Pongo abelii	61	74	0.142857142857143	7	1	0.875	0.125	9125	CR
Potorous tridactylus	67	351	0.136651234567901	28.5	5	0.879777830864787	0.120222169135213	1685.9516	NT
Presbytis melalophos	55.0079365079365	872	0.34	45	17	0.746268656716418	0.253731343283582	3650	EN
Prionailurus bengalensis	40.4	46	0.0689655172413793	14	1	0.933333333333333	0.0666666666666667	2350.842866657	LC
Prionailurus viverrinus	58.5166666666667	506	0.3875	9	7	0.714285714285714	0.285714285714286	2190	VU
Procyon lotor	51	94	0.181818181818182	12	2	0.84412955465587	0.15587044534413	2703.9188	LC
Proechimys cuvieri	53.5	233	0.206896551724138	16	4	0.828571428571429	0.171428571428571	631.7859833285	LC
Propithecus diadema	67.6	183	0.0857142857142857	34	3	0.921052631578947	0.0789473684210526	3650	CR
Propithecus verreauxi	55.2857142857143	22	0.0821917808219178	11	1	0.923563777994158	0.0764362220058423	3650	EN
Pseudois nayaur	57.4285714285714	402	0.3	23	6	0.769230769230769	0.230769230769231	2949.321666657	LC
Pteromys volans	53.75	81	0.111111111111111	11	1	0.9	0.1	1384.1212625	LC
Pteronotus davyi	33	229	0.138888888888889	69	7	0.878048780487805	0.121951219512195	2070.531028	LC
Pteronotus gymnonotus	32	36	0.3	5	2	0.75	0.25	1888.06537051282	LC
Pteronotus parnellii	49.3055555555556	232	0.120879120879121	71	5	0.892156862745098	0.107843137254902	1888.06537051282	LC
Pteronotus personatus	59.75	239	0.181818181818182	8	4	0.846153846153846	0.153846153846154	2070.531028	LC
Pteronotus quadridens	70.75	58	0.0952380952380952	18	1	0.91304347826087	0.0869565217391304	2070.531028	LC
Pteropus seychellensis	81	40.5	0.166666666666667	2	0.5	0.875	0.125	2945.91840714286	LC
Rangifer tarandus	29.25	21	0.125	7	1	0.888888888888889	0.111111111111111	1825	VU
Rattus exulans	22	43	0.25	5	2	0.8	0.2	534.7590666715	LC
Rattus rattus	52.3333333333333	138	0.242857142857143	6	3	0.75	0.25	546.1994	LC
Rattus tanezumi	21.5	63	0.21875	12	2	0.82051282051282	0.179487179487179	534.7590666715	LC
Reithrodontomys fulvescens	52.5555555555556	220	0.0978260869565217	34	4	0.910891089108911	0.0891089108910891	202.795	LC
Reithrodontomys mexicanus	31.5714285714286	267	0.10655737704918	116	7	0.903703703703704	0.0962962962962963	202.795	LC
Reithrodontomys sumichrasti	21	21	0.0740740740740741	22	1	0.931034482758621	0.0689655172413793	202.795	LC
Rhinolophus affinis	51.4166666666667	218	0.206896551724138	26	5	0.818181818181818	0.181818181818182	2726.53565	LC
Rhinolophus arcuatus	58	58	0.0697674418604651	9	1	0.934782608695652	0.0652173913043478	2937.38135	LC
Rhinolophus clivosus	22	43	0.04	49	2	0.961538461538462	0.0384615384615385	2726.53565	LC
Rhinolophus macrotis	26.2	67	0.114285714285714	30	3	0.897435897435897	0.102564102564103	2937.38135	LC
Rhinolophus pearsonii	43.8	268	0.111111111111111	48	6	0.9	0.1	2726.53565	LC
Rhinolophus pusillus	21	63	0.222222222222222	8	2	0.818181818181818	0.181818181818182	2937.38135	LC
Rhinolophus rouxii	54.5	233	0.0789473684210526	4	3	0.925925925925926	0.0740740740740741	1051.1426	LC
Rousettus aegyptiacus	32.6666666666667	98	0.166666666666667	15	3	0.857142857142857	0.142857142857143	1825	LC
Rousettus leschenaultii	21	21	0.125	7	1	0.888888888888889	0.111111111111111	1679.8551	LC
Rousettus madagascariensis	21	21	0.166666666666667	6	1	0.857142857142857	0.142857142857143	1825	VU
Saimiri boliviensis	58	139	0.363636363636364	7	2	0.733333333333333	0.266666666666667	3354.65875	LC
Saimiri sciureus	61.5555555555556	93.5	0.129032258064516	13.5	2	0.881881533101045	0.118118466898955	3789.3175	LC
Sciurus lis	91.5	0	0	4	0	1	0	2122.20083333333	LC
Sciurus vulgaris	58	0	0	4	0	1	0	1612.7525	LC
Semnopithecus entellus	55.925	1169	0.333333333333333	59	21	0.75	0.25	3806.439	LC
Sorex araneus	58.6666666666667	0	0	6	0	1	0	524.7815	LC
Sorex asper	28	0	0	4	0	1	0	422.884597917875	LC
Sorex caecutiens	23.75	80	0.2	8	3	0.833333333333333	0.166666666666667	422.884597917875	LC
Sorex cinereus	21	42	0.0566037735849057	26	2	0.946428571428571	0.0535714285714286	331.5827166715	LC
Sorex cylindricauda	56	164	0.0563492063492063	35	2	0.945945945945946	0.0540540540540541	422.884597917875	LC
Sorex minutissimus	21	0	0	14	0	1	0	422.884597917875	LC
Sorex monticolus	22	22	0.166666666666667	6	1	0.857142857142857	0.142857142857143	422.884597917875	LC
Sorex palustris	72.5	0	0	4	0	1	0	273.1928	LC
Sorex tundrensis	47.5	0	0	13	0	1	0	422.884597917875	LC
Sorex ugyunak	31.75	0	0	3	0	1	0	422.884597917875	LC
Sorex unguiculatus	21	21	0.0476190476190476	17	1	0.954545454545455	0.0454545454545455	392.4667	LC
Stenella attenuata	22	0	0	8	0	1	0	8395	LC
Stenella coeruleoalba	57	0	0	7	0	1	0	7926.62525	LC
Stenella longirostris	34	0	0	5	0	1	0	8395	LC
Sturnira lilium	36.6666666666667	139	0.142857142857143	17	3	0.875	0.125	2064.27635	LC
Sturnira tildae	58	65	0.25	5	1	0.8	0.2	2064.27635	LC
Suncus murinus	54.7117647058824	285	0.333333333333333	10	8	0.725	0.275	363.52745	LC
Sus barbatus	44.8333333333333	102	0.455533596837945	4	3	0.686567164179104	0.313432835820896	2555	VU
Sus scrofa	58	119	0.454545454545455	4	2	0.681818181818182	0.318181818181818	2656.07	LC
Symphalangus syndactylus	60.75	98	0.190909090909091	8	1	0.833333333333333	0.166666666666667	4745	EN
Talpa europaea	44.9090909090909	21	0.0769230769230769	21	1	0.928571428571429	0.0714285714285714	1000.1	LC
Talpa romana	65.35	155	0.190909090909091	15	2	0.833333333333333	0.166666666666667	1000.1	LC
Tamiops maritimus	41.5	332	0.102803738317757	102	8	0.906779661016949	0.0932203389830508	1239.29886944283	LC
Tarsius dentatus	46.7916666666667	187	0.170731707317073	31	4	0.851063829787234	0.148936170212766	2190	VU
Tarsius lariang	65.6666666666667	135	0.5	2	2	0.625	0.375	2190	DD
Thylamys elegans	49.125	81	0.0535714285714286	52	2	0.949152542372881	0.0508474576271186	642.840025	LC
Thylamys pallidior	44.1031746031746	336	0.170212765957447	37	6	0.854545454545454	0.145454545454545	642.840025	LC
Thylamys pusillus	26.5	58	0.0821917808219178	68	3	0.924050632911392	0.0759493670886076	642.840025	LC
Thylamys venustus	50.3	246	0.148148148148148	36	6	0.870967741935484	0.129032258064516	642.840025	DD
Trachypithecus phayrei	44.0769230769231	380	0.142857142857143	62	9	0.875	0.125	4015	EN
Tupaia belangeri	58	36	0.166666666666667	3	1	0.75	0.25	1458.084583343	LC
Tursiops aduncus	51	99	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333	6427.88	NT
Tursiops truncatus	54.25	58	0.153846153846154	5	1	0.857142857142857	0.142857142857143	6427.88	LC
Urocyon cinereoargenteus	51.125	42	0.105263157894737	4	1	0.9	0.1	1955.5492	LC
Urotrichus talpoides	29.6	148	0.0810810810810811	36	5	0.925	0.075	680.5528	LC
Ursus americanus	49.6666666666667	366	0.3	28	8	0.767441860465116	0.232558139534884	4734.07686657	LC
Ursus arctos	51	56	0.181818181818182	9	1	0.846153846153846	0.153846153846154	5976.26666657	LC
Ursus maritimus	81	81	0.267857142857143	2.5	1	0.788888888888889	0.211111111111111	5475	VU
Ursus thibetanus	45.3571428571428	102	0.162790697674419	11	2	0.86	0.14	3650	VU
Varecia variegata	75.5384615384615	549	0.407407407407407	23	7	0.710526315789474	0.289473684210526	3285	CR
Vulpes vulpes	51	102	0.162280701754386	16	2	0.857142857142857	0.142857142857143	2105.3972	LC
Zapus hudsonius	37.4444444444444	109	0.136363636363636	41	3	0.88	0.12	604.1943	LC
Zapus princeps	42.4117647058824	679	0.173913043478261	111	17	0.851851851851852	0.148148148148148	604.1943	LC
Zapus trinotatus	59.1	274	0.0819672131147541	51	3	0.924242424242424	0.0757575757575758	604.1943	LC
Ziphius cavirostris	46	64	0.0952380952380952	9	1	0.909090909090909	0.0909090909090909	6460.5	LC
