Species	AverageGrantham	SummOfAllGrantham	KnKs	MedianOfAllSyn	MedianOfAllNonsyn	FractionOfSyn	FractionOfNonsyn	GenerationLength_d
Microcebus murinus	1.07627124128516	2.21864373307877	0.131578947368421	10	2	0.88047619047619	0.11952380952381	2053.5145
Microcebus myoxinus	1.19928889795094	1.59769124050925	0.25	6	1	0.8	0.2	2053.5145
Microcebus rufus	1.13070145170889	2.99413719808299	0.117647058823529	19	2	0.894736842105263	0.105263157894737	2053.5145
Microcebus simmonsi	0.43892469278803	0	0	3	0	1	0	2053.5145
Micromys minutus	0.441902842294699	1.27885810198166	0.230769230769231	11	2	0.8	0.2	502.66
Micronycteris megalotis	0.995327891513948	3.43431300945335	0.087719298245614	47	4	0.919354838709677	0.0806451612903226	2064.27635
Micropteropus pusillus	0.927191333652733	2.05553896037078	0.0545454545454545	15	1	0.948275862068966	0.0517241379310345	1553.79087272727
Microtus agrestis	0.657096417733647	3.12311361012758	0.140625	37	5	0.876712328767123	0.123287671232877	465.9675
Microtus arvalis	1.25736685332011	1.14392539092373	0.0333333333333333	26	1	0.967741935483871	0.032258064516129	447.605
Microtus limnophilus	0.874081033947985	3.49632413579194	0.285714285714286	13	4	0.777777777777778	0.222222222222222	373.623802083937
Microtus longicaudus	0.42430060098944	0.706286416235526	0.0784615384615385	19	1	0.925925925925926	0.0740740740740741	373.623802083937
Microtus lusitanicus	0.42430060098944	1.27290180296832	0.111111111111111	35	3	0.9	0.1	373.623802083937
Microtus miurus	0.42430060098944	0.42430060098944	0.0909090909090909	10	1	0.916666666666667	0.0833333333333333	373.623802083937
Microtus subterraneus	0.97944616851372	1.99252659290261	0.05	41	2	0.952380952380952	0.0476190476190476	373.623802083937
Miniopterus schreibersii	1.05215513332888	5.81762779078461	0.216718713856118	24	7	0.819028797289667	0.180971202710333	1995.6986
Mogera imaizumii	0.553440889003139	0.42430060098944	0.0303030303030303	32	1	0.970588235294118	0.0294117647058824	759.185721428571
Mogera robusta	1.01099592074935	0.42430060098944	0.142857142857143	3	1	0.857142857142857	0.142857142857143	759.185721428571
Mogera wogura	0.901815762338022	3.78494422891396	0.102040816326531	48	4	0.907407407407407	0.0925925925925926	759.185721428571
Monodelphis americana	0.637789267130825	2.96611790522762	0.0740740740740741	56.5	4	0.931034482758621	0.0689655172413793	717.0425
Monodelphis domestica	0.971009482135048	3.68911210672824	0.113636363636364	40	4	0.897959183673469	0.102040816326531	717.0425
Monodelphis glirina	0.962186268726324	5.96785832376532	0.120879120879121	57	7	0.892156862745098	0.107843137254902	717.0425
Mungotictis decemlineata	0.663087587358878	0.844073338045931	0.181818181818182	6	1	0.84412955465587	0.15587044534413	2146.94685
Mus caroli	0.850247139696473	1.56822599191317	0.0606060606060606	25	2	0.942857142857143	0.0571428571428571	628.295
Mus minutoides	0.616878793921684	3.59407444565125	0.11864406779661	51	6	0.893939393939394	0.106060606060606	435.665
Mus musculus	1.01099592074935	1.56281818978638	0.136363636363636	13	2	0.875	0.125	628.295
Mustela erminea	1.14392539092373	1.14392539092373	0.166666666666667	4	1	0.857142857142857	0.142857142857143	1078.777858343
Mustela frenata	0.776111597318128	1.97570481513073	0.230769230769231	11	2	0.8125	0.1875	986.110483343
Mustela nivalis	0.667957085218247	1.26871063335282	0.111111111111111	9	2	0.897368421052632	0.102631578947368	1194.19395
Mustela sibirica	0.962656493340216	1.82446563280256	0.214285714285714	8	2	0.811764705882353	0.188235294117647	1484.792222219
Myodes glareolus	1.01099592074935	1.57418229092651	0.11451048951049	10	1	0.894736842105263	0.105263157894737	577.7512
Myodes rufocanus	0.430256900002777	0	0	11	0	1	0	433.359922223833
Myodes rutilus	2.78281345044902	1.59769124050925	0.0303030303030303	26	1	0.970588235294118	0.0294117647058824	433.359922223833
Myonycteris torquata	0.42430060098944	0	0	8	0	1	0	1553.79087272727
Myotis albescens	0.68289803734912	3.61536405825952	0.142857142857143	24	5	0.868534482758621	0.131465517241379	2106.62850416667
Myotis aurascens	0.970031760396935	7.17677848504143	0.126666666666667	51	8	0.887573964497041	0.112426035502959	2106.62850416667
Myotis brandtii	1.52191571540446	1.87639709030246	0.5	3	1	0.666666666666667	0.333333333333333	2106.62850416667
Myotis davidii	1.01099592074935	1.33591417043649	0.133333333333333	12	2	0.882352941176471	0.117647058823529	2106.62850416667
Myotis ikonnikovi	0.881424739066518	1.14392539092373	0.04	22	1	0.961538461538462	0.0384615384615385	2106.62850416667
Myotis lucifugus	0.42430060098944	0.84860120197888	0.0833333333333333	16.5	1	0.923076923076923	0.0769230769230769	4117.2
Myotis macrodactylus	0.430256900002777	0.42430060098944	0.0416666666666667	6	1	0.923076923076923	0.0769230769230769	2106.62850416667
Myotis myotis	0.474813963568891	0.706286416235526	0.1	25	1	0.909090909090909	0.0909090909090909	2847
Myotis mystacinus	0.820313855290421	0.42430060098944	0.122699386503067	5	1	0.890410136311776	0.109589863688224	2864.16
Myotis nattereri	1.08840334666901	16.3640086344632	0.209876543209877	75	13	0.824742268041237	0.175257731958763	2106.62850416667
Myotis velifer	0.682581177016838	1.33591417043649	0.107142857142857	16	2	0.903225806451613	0.0967741935483871	1579.5955
Mystacina tuberculata	1.31615873044304	3.01436618221285	0.25	12	3	0.8	0.2	1888.06537051282
Nanonycteris veldkampii	0.42430060098944	0.42430060098944	0.25	3	1	0.8	0.2	1553.79087272727
Napaeozapus insignis	0.951575172403524	5.1055836098116	0.0769230769230769	115	6	0.928571428571429	0.0714285714285714	755.61195
Neodon irene	0.586738257141978	1.33591417043649	0.163636363636364	13	2	0.859375	0.140625	589.388299099621
Neomys fodiens	0.775702107070643	0.430256900002777	0.032258064516129	28	1	0.96875	0.03125	576.8888
Neophocaena phocaenoides	0.787091145463253	1.56822599191317	0.3	8	2	0.769230769230769	0.230769230769231	6095.5
Neophocaena phocaenoides	0.787091145463253	1.56822599191317	0.3	8	2	0.769230769230769	0.230769230769231	5840
Neotoma albigula	0.633920783988475	1.33591417043649	0.333333333333333	8	2	0.75	0.25	1019.7194
Niviventer andersoni	0.977871707413179	3.61946601700904	0.154929577464789	23	4	0.857142857142857	0.142857142857143	639.631831820818
Niviventer confucianus	0.709545587409107	1.9765237956257	0.0555555555555556	52	3	0.947368421052632	0.0526315789473684	624.399640909091
Niviventer excelsior	0.801927365110773	4.8983241189907	0.13597842835131	59	7	0.88	0.12	639.631831820818
Niviventer fulvescens	0.660927529671202	4.57375174644867	0.0869565217391304	84	8	0.92	0.08	624.399640909091
Noctilio albiventris	0.42430060098944	0.42430060098944	0.0333333333333333	59	1	0.967741935483871	0.032258064516129	1888.06537051282
Noctilio leporinus	2.02872081957995	0	0	12	0	1	0	1888.06537051282
Nomascus gabriellae	1.07712783906655	2.28785078184746	0.381818181818182	6	2	0.714285714285714	0.285714285714286	5475
Nomascus leucogenys	1.14392539092373	1.56822599191317	0.333333333333333	3	2	0.75	0.25	5475
Nomascus siki	0.809613110654679	4.04806555327339	0.181878306878307	28	4	0.84375	0.15625	5475
Nyctalus noctula	1.14392539092373	1.14392539092373	0.125	7	1	0.888888888888889	0.111111111111111	1529.35
Nyctereutes procyonoides	1.02776948018539	5.2847830800484	0.333333333333333	19	4	0.75	0.25	2091.936666657
Nycticebus bengalensis	1.25282503301174	5.04026723275268	0.4	9	4	0.714285714285714	0.285714285714286	2555
Nycticebus pygmaeus	1.1733024666599	2.83846337130334	0.4	4	2	0.714285714285714	0.285714285714286	2920
Ochotona collaris	0.664175530967537	1.99252659290261	0.6	6	3	0.625	0.375	894.25
Ochotona curzoniae	1.03142222570532	3.16591723242242	0.217391304347826	18	3	0.819805194805195	0.180194805194805	751.47417
Ochotona hyperborea	0.430256900002777	0.860513800005554	0.0909090909090909	18	2	0.916666666666667	0.0833333333333333	751.47417
Ochotona princeps	0.879891335277447	1.98711879077582	0.0625	40	2	0.941176470588235	0.0588235294117647	1045.7507
Ochotona rufescens	0.704985900778381	1.85021180715926	0.142857142857143	4	3	0.875	0.125	751.47417
Ochotona thibetana	0.709726556871401	5.41759866985097	0.166666666666667	46	7	0.857142857142857	0.142857142857143	854.6685
Odocoileus virginianus	0.987319157729069	1.14392539092373	0.0666666666666667	17	1	0.936170212765957	0.0638297872340425	2713.883333343
Orcinus orca	0.847268990189805	0	0	3	0.5	0.98936170212766	0.0106382978723404	9380.5
Ornithorhynchus anatinus	0.822951241684432	3.16050943029563	0.315789473684211	8	3	0.76	0.24	2878.755
Otonycteris hemprichii	1.22098118641608	10.0852566776131	0.212864493996569	30	7	0.82089552238806	0.17910447761194	2051.66620769231
Ovis ammon	1.02737509704773	2.05124002509587	0.125	12	2	0.888888888888889	0.111111111111111	2920
Ovis canadensis	1.23159611782887	1.92809814387877	0.333333333333333	5	2	0.714285714285714	0.285714285714286	2634.501666657
Ovis orientalis	1.02776948018539	0.911613569447055	0.111111111111111	7	1	0.9	0.1	2920
Paguma larvata	1.64888132522631	0	0	4	0	1	0	3014.413333343
Pan paniscus	1.0179325596949	1.14392539092373	0.25	5	1	0.8	0.2	9125
Pan troglodytes	1.11029069073907	1.59769124050925	0.2	8	2	0.833333333333333	0.166666666666667	7300
Panthera leo	1.02287406167552	3.1953824810185	0.5	6	4	0.666666666666667	0.333333333333333	2190
Panthera pardus	1.01099592074935	2.45224874150147	0.136363636363636	21	3	0.88	0.12	3400.645433343
Panthera tigris	1.09203573999486	0.474813963568891	0.25	4	1	0.8	0.2	2920
Papio anubis	1.07719981985115	8.58272426869477	0.529411764705882	15	9	0.653846153846154	0.346153846153846	3833.595
Papio cynocephalus	1.08165835439748	19.7122915164882	0.512820512820513	39	18	0.661016949152542	0.338983050847458	6188.575
Papio hamadryas	1.52191571540446	1.59769124050925	0.267857142857143	6	1	0.777777777777778	0.222222222222222	5332.504
Papio ursinus	0.889894224967465	14.9888015530079	0.452380952380952	40	16	0.688524590163934	0.311475409836066	5714.3305
Paradoxurus hermaphroditus	1.02952054313332	1.80984154100397	0.112698412698413	50	2	0.898717948717949	0.101282051282051	2807.00376124
Pecari tajacu	0.808889104708373	6.07694800520319	0.185185185185185	43	7	0.84375	0.15625	3102.921666657
Peromyscus furvus	1.39040879485855	1.50379754288933	0.2	8	1	0.833333333333333	0.166666666666667	635.280494446056
Peromyscus guatemalensis	0.79962122937538	5.60482760022512	0.133333333333333	49	7	0.882352941176471	0.117647058823529	635.280494446056
Peromyscus keeni	1.27023737939017	1.27023737939017	0.183333333333333	7	1	0.845238095238095	0.154761904761905	635.280494446056
Peromyscus maniculatus	1.02664788770945	2.16166287100142	0.170212765957447	12	3	0.854545454545454	0.145454545454545	940.1262
Peromyscus melanophrys	1.36804668912517	0.42430060098944	0.0465367965367965	12	1	0.955533596837945	0.0444664031620553	635.280494446056
Peromyscus mexicanus	0.711263096458951	5.64995016535545	0.113924050632911	70	8	0.897727272727273	0.102272727272727	635.280494446056
Peromyscus pectoralis	0.989680413512946	1.64281380563958	0.0615384615384615	43	3	0.942028985507246	0.0579710144927536	635.280494446056
Peromyscus perfulvus	1.11734504768414	7.81973014402547	0.32	25	7	0.75	0.25	635.280494446056
Peromyscus polionotus	0.42430060098944	0.42430060098944	0.25	4	1	0.8	0.2	634.2918
Peromyscus truei	0.789887071080042	3.30084994348035	0.113636363636364	44	5	0.897959183673469	0.102040816326531	639.38525
Petaurista leucogenys	1.22160188237942	1.94572510905318	0.125	14	2	0.888888888888889	0.111111111111111	2015.75510185078
Phoca largha	0.493362409053366	0.84860120197888	0.5	3	2	0.666666666666667	0.333333333333333	6935
Phoca vitulina	1.0225674248694	2.46691230083276	0.696969696969697	3	3	0.555555555555556	0.444444444444444	5413.68
Phodopus campbelli	0.427278750496109	0.854557500992217	0.142857142857143	19	2	0.875	0.125	249.2027166715
Phodopus roborovskii	0.892814343726076	2.39138469352868	0.5	4	3	0.666666666666667	0.333333333333333	550.909
Phodopus sungorus	0.42430060098944	0.84860120197888	0.190909090909091	9	1	0.833333333333333	0.166666666666667	474.4575
Phyllotis xanthopygus	0.689848616131801	4.18299826433132	0.101010101010101	92	7	0.908256880733945	0.0917431192660551	589.388299099621
Pipistrellus abramus	0.751261772812225	3.36364524594962	0.166666666666667	32	5	0.857142857142857	0.142857142857143	1885.946275
Pipistrellus hesperidus	0.844194859185966	3.29222922088886	0.0722903225806452	25	3	0.932330827067669	0.0676691729323308	1885.946275
Plagiodontia aedium	0.921862065707587	7.71807385337015	0.259259259259259	27	8	0.794117647058823	0.205882352941176	3650
Plecotus auritus	1.16319931474943	7.31656702760661	0.196153846153846	47	7.5	0.836021505376344	0.163978494623656	3693.8
Plecotus macrobullaris	1.00244178740408	2.87654934249091	0.2	13	3	0.825	0.175	2759.4
Pongo abelii	1.20708138515695	1.44614019029968	0.142857142857143	7	1	0.875	0.125	9125
Potorous tridactylus	1.31931453916656	6.92007196230583	0.136651234567901	28.5	5	0.879777830864787	0.120222169135213	1685.9516
Presbytis melalophos	1.08792995883265	17.272138097268	0.34	45	17	0.746268656716418	0.253731343283582	3650
Prionailurus bengalensis	0.80290368688026	0.911613569447055	0.0689655172413793	14	1	0.933333333333333	0.0666666666666667	2350.842866657
Prionailurus viverrinus	1.15692984414324	9.9665579732549	0.3875	9	7	0.714285714285714	0.285714285714286	2190
Procyon lotor	1.01099592074935	1.85088978602185	0.181818181818182	12	2	0.84412955465587	0.15587044534413	2703.9188
Proechimys cuvieri	1.05629846064303	4.59250641745483	0.206896551724138	16	4	0.828571428571429	0.171428571428571	631.7859833285
Propithecus diadema	1.33270290256337	3.61968308200794	0.0857142857142857	34	3	0.921052631578947	0.0789473684210526	3650
Propithecus verreauxi	1.08868102534103	0.430256900002777	0.0821917808219178	11	1	0.923563777994158	0.0764362220058423	3650
Pseudois nayaur	1.13460294693934	7.94222062857541	0.3	23	6	0.769230769230769	0.230769230769231	2949.321666657
Pteromys volans	1.06157943607782	1.59769124050925	0.111111111111111	11	1	0.9	0.1	1384.1212625
Pteronotus davyi	0.65741295541548	4.57375174644867	0.138888888888889	69	7	0.878048780487805	0.121951219512195	2070.531028
Pteronotus gymnonotus	0.626634662303323	0.706286416235526	0.3	5	2	0.75	0.25	1888.06537051282
Pteronotus parnellii	0.975788036810743	4.59857118397599	0.120879120879121	71	5	0.892156862745098	0.107843137254902	1888.06537051282
Pteronotus personatus	1.17605179992358	4.70420719969433	0.181818181818182	8	4	0.846153846153846	0.153846153846154	2070.531028
Pteronotus quadridens	1.39271804214038	1.14392539092373	0.0952380952380952	18	1	0.91304347826087	0.0869565217391304	2070.531028
Pteropus seychellensis	1.59769124050925	0.798845620254625	0.166666666666667	2	0.5	0.875	0.125	2945.91840714286
Rangifer tarandus	0.576051146974852	0.42430060098944	0.125	7	1	0.888888888888889	0.111111111111111	1825
Rattus exulans	0.430256900002777	0.854557500992217	0.25	5	2	0.8	0.2	534.7590666715
Rattus rattus	1.03083822611169	2.72827825773422	0.242857142857143	6	3	0.75	0.25	546.1994
Rattus tanezumi	0.431612646888735	1.27290180296832	0.21875	12	2	0.82051282051282	0.179487179487179	534.7590666715
Reithrodontomys fulvescens	1.03793414221196	4.33930787194223	0.0978260869565217	34	4	0.910891089108911	0.0891089108910891	202.795
Reithrodontomys mexicanus	0.630231466917727	5.30006019478419	0.10655737704918	116	7	0.903703703703704	0.0962962962962963	202.795
Reithrodontomys sumichrasti	0.42430060098944	0.42430060098944	0.0740740740740741	22	1	0.931034482758621	0.0689655172413793	202.795
Rhinolophus affinis	1.01864680717731	4.29707892350028	0.206896551724138	26	5	0.818181818181818	0.181818181818182	2726.53565
Rhinolophus arcuatus	1.14392539092373	1.14392539092373	0.0697674418604651	9	1	0.934782608695652	0.0652173913043478	2937.38135
Rhinolophus clivosus	0.430256900002777	0.854557500992217	0.04	49	2	0.961538461538462	0.0384615384615385	2726.53565
Rhinolophus macrotis	0.52295445448363	1.33591417043649	0.114285714285714	30	3	0.897435897435897	0.102564102564103	2937.38135
Rhinolophus pearsonii	0.870898984109238	5.31422106238755	0.111111111111111	48	6	0.9	0.1	2726.53565
Rhinolophus pusillus	0.42430060098944	1.27290180296832	0.222222222222222	8	2	0.818181818181818	0.181818181818182	2937.38135
Rhinolophus rouxii	1.08161705160087	4.60427831185285	0.0789473684210526	4	3	0.925925925925926	0.0740740740740741	1051.1426
Rousettus aegyptiacus	0.646064320130393	1.93819296039118	0.166666666666667	15	3	0.857142857142857	0.142857142857143	1825
Rousettus leschenaultii	0.42430060098944	0.42430060098944	0.125	7	1	0.888888888888889	0.111111111111111	1679.8551
Rousettus madagascariensis	0.42430060098944	0.42430060098944	0.166666666666667	6	1	0.857142857142857	0.142857142857143	1825
Saimiri boliviensis	1.14392539092373	2.74161663143298	0.363636363636364	7	2	0.733333333333333	0.266666666666667	3354.65875
Saimiri sciureus	1.2152223641262	1.84702691536772	0.129032258064516	13.5	2	0.881881533101045	0.118118466898955	3789.3175
Sciurus lis	1.80312664417174	0	0	4	0	1	0	2122.20083333333
Sciurus vulgaris	1.14392539092373	0	0	4	0	1	0	1612.7525
Semnopithecus entellus	1.10167724311546	23.0658401519928	0.333333333333333	59	21	0.75	0.25	3806.439
Sorex araneus	1.156884856488	0	0	6	0	1	0	524.7815
Sorex asper	0.562424217117293	0	0	4	0	1	0	422.884597917875
Sorex caecutiens	0.474884116317911	1.58413580181159	0.2	8	3	0.833333333333333	0.166666666666667	422.884597917875
Sorex cinereus	0.42430060098944	0.84860120197888	0.0566037735849057	26	2	0.946428571428571	0.0535714285714286	331.5827166715
Sorex cylindricauda	1.0895917584123	3.23140951671344	0.0563492063492063	35	2	0.945945945945946	0.0540540540540541	422.884597917875
Sorex minutissimus	0.42430060098944	0	0	14	0	1	0	422.884597917875
Sorex monticolus	0.430256900002777	0.430256900002777	0.166666666666667	6	1	0.857142857142857	0.142857142857143	422.884597917875
Sorex palustris	1.43396430994971	0	0	4	0	1	0	273.1928
Sorex tundrensis	0.93522039564456	0	0	13	0	1	0	422.884597917875
Sorex ugyunak	0.635784795589623	0	0	3	0	1	0	422.884597917875
Sorex unguiculatus	0.42430060098944	0.42430060098944	0.0476190476190476	17	1	0.954545454545455	0.0454545454545455	392.4667
Stenella attenuata	0.430256900002777	0	0	8	0	1	0	8395
Stenella coeruleoalba	1.11675857466801	0	0	7	0	1	0	7926.62525
Stenella longirostris	0.67392492549993	0	0	5	0	1	0	8395
Sturnira lilium	0.729290435085903	2.74161663143298	0.142857142857143	17	3	0.875	0.125	2064.27635
Sturnira tildae	1.14392539092373	1.27702004682777	0.25	5	1	0.8	0.2	2064.27635
Suncus murinus	1.07566777800285	5.65135632573293	0.333333333333333	10	8	0.725	0.275	363.52745
Sus barbatus	0.886404661213721	2.02199184149869	0.455533596837945	4	3	0.686567164179104	0.313432835820896	2555
Sus scrofa	1.14392539092373	2.35195073781407	0.454545454545455	4	2	0.681818181818182	0.318181818181818	2656.07
Symphalangus syndactylus	1.1982286940793	1.92765013682463	0.190909090909091	8	1	0.833333333333333	0.166666666666667	4745
Talpa europaea	0.889173659641093	0.42430060098944	0.0769230769230769	21	1	0.928571428571429	0.0714285714285714	1000.1
Talpa romana	1.29187452971864	3.05202575349554	0.190909090909091	15	2	0.833333333333333	0.166666666666667	1000.1
Tamias dorsalis	0.812124819616799	0.45354878458662	0.0588235294117647	15	1	0.94281045751634	0.0571895424836601	1101.1099733314
Tamias minimus	1.59769124050925	3.1953824810185	0.0454545454545455	25	1	0.956521739130435	0.0434782608695652	1148.8483
Tamias quadrivittatus	0.930179412741531	6.09939643272334	0.22	34	7	0.819672131147541	0.180327868852459	1101.1099733314
Tamias senex	0.784112995956585	1.56822599191317	0.153846153846154	12	2	0.866666666666667	0.133333333333333	1101.1099733314
Tamias sibiricus	0.83796208249514	0.84860120197888	0.0714285714285714	12	1	0.932352941176471	0.0676470588235294	1311.5224
Tamiops maritimus	0.825015835209816	6.60012668167853	0.102803738317757	102	8	0.906779661016949	0.0932203389830508	1239.29886944283
Tarsius dentatus	0.929132455469575	3.7165298218783	0.170731707317073	31	4	0.851063829787234	0.148936170212766	2190
Tarsius lariang	1.2951806741189	2.65883098372198	0.5	2	2	0.625	0.375	2190
Thylamys elegans	0.972774501720003	1.59769124050925	0.0535714285714286	52	2	0.949152542372881	0.0508474576271186	642.840025
Thylamys pallidior	0.874317794686592	6.66250818908951	0.170212765957447	37	6	0.854545454545454	0.145454545454545	642.840025
Thylamys pusillus	0.525393632287459	1.1365433162383	0.0821917808219178	68	3	0.924050632911392	0.0759493670886076	642.840025
Thylamys sponsorius	1.01099592074935	2.02199184149869	0.295833333333333	8	2	0.769230769230769	0.230769230769231	642.840025
Thylamys venustus	0.994069067582023	4.89258488497626	0.148148148148148	36	6	0.870967741935484	0.129032258064516	642.840025
Trachypithecus phayrei	0.871098935006515	7.50192489995524	0.142857142857143	62	9	0.875	0.125	4015
Tupaia belangeri	1.14392539092373	0.706286416235526	0.166666666666667	3	1	0.75	0.25	1458.084583343
Tursiops aduncus	1.01099592074935	1.94572510905318	0.0909090909090909	21	2	0.916666666666667	0.0833333333333333	6427.88
Tursiops truncatus	1.07642036408443	1.14392539092373	0.153846153846154	5	1	0.857142857142857	0.142857142857143	6427.88
Urocyon cinereoargenteus	1.01174045812601	0.84860120197888	0.105263157894737	4	1	0.9	0.1	1955.5492
Urotrichus talpoides	0.593487956669586	2.96743978334793	0.0810810810810811	36	5	0.925	0.075	680.5528
Ursus americanus	0.98320003044916	7.25110903353319	0.3	28	8	0.767441860465116	0.232558139534884	4734.07686657
Ursus arctos	1.00478872740428	1.0895917584123	0.181818181818182	9	1	0.846153846153846	0.153846153846154	5976.26666657
Ursus maritimus	1.59769124050925	1.59769124050925	0.267857142857143	2.5	1	0.788888888888889	0.211111111111111	5475
Ursus thibetanus	0.892443921584462	2.02199184149869	0.162790697674419	11	2	0.86	0.14	3650
Varecia variegata	1.48792673668656	10.8084789698864	0.407407407407407	23	7	0.710526315789474	0.289473684210526	3285
Vulpes vulpes	1.01099592074935	2.02199184149869	0.162280701754386	16	2	0.857142857142857	0.142857142857143	2105.3972
Zapus hudsonius	0.739062307837314	2.1265644465786	0.136363636363636	41	3	0.88	0.12	604.1943
Zapus princeps	0.836450590358772	13.3710588341202	0.173913043478261	111	17	0.851851851851852	0.148148148148148	604.1943
Zapus trinotatus	1.1649548508684	5.38955052911241	0.0819672131147541	51	3	0.924242424242424	0.0757575757575758	604.1943
Ziphius cavirostris	0.911613569447055	1.27023737939017	0.0952380952380952	9	1	0.909090909090909	0.0909090909090909	6460.5
